Class,Previous qualification (grade),Gender,Curricular units 1st sem (grade),Curricular units 2nd sem (grade),Region,School Type,Age,Caste,Target
6,115,1,12.6,13,Karsanpura,Private,15,GEN,Dropout
6,147,0,10,0,Ratanpura,Private,15,GEN,Dropout
6,117,1,11.25,10.16666667,Solgam,Private,15,SC,Dropout
6,133.1,1,11,10.66666667,Melaj,Government,15,SC,Dropout
6,160,1,12.14285714,12.25,Jetapur,Government,15,SC,Dropout
6,133.1,1,12,0,Ratanpura,Private,15,GEN,Dropout
6,126,0,12.66666667,13.125,Solgam,Private,15,GEN,Dropout
6,130,1,11.33333333,11.4,Kolat,Government,15,OBC,Dropout
6,130,1,0,0,Ratanpura,Private,15,GEN,Dropout
6,133.1,1,14,0,Ratanpura,Government,15,ST,Dropout
6,120,1,11.66666667,11.25,Solgam,Government,15,GEN,Dropout
6,132,1,11.5,13,Ratanpura,Government,15,OBC,Dropout
6,140,1,0,0,Solgam,Private,15,OBC,Dropout
6,110,1,12.33333333,13.16666667,Melaj,Government,15,GEN,Dropout
6,132,1,12.66666667,11.14285714,Ratanpura,Private,15,GEN,Dropout
6,140,1,14,0,Dadhana,Private,15,SC,Dropout
6,132,1,12.33333333,11.25,Bamroli,Private,15,ST,Dropout
6,133.1,1,0,0,Bamroli,Government,15,SC,Dropout
6,141,1,13.5,0,Melaj,Private,15,SC,Dropout
6,122,1,12.25,12.2,Sadra,Private,15,SC,Dropout
6,133.1,1,12.85714286,13.66666667,Kolat,Government,15,ST,Dropout
6,135,1,0,0,Karsanpura,Government,15,GEN,Dropout
6,116,1,0,0,Ratanpura,Government,15,ST,Dropout
6,123,0,11.25,10.85714286,Abasna,Government,15,ST,Dropout
6,119,0,0,0,Jetapur,Private,15,ST,Dropout
6,133.1,0,0,0,Melaj,Government,15,SC,Dropout
6,133.1,0,11.33333333,0,Dadhana,Government,15,GEN,Dropout
6,133.1,0,12.5,0,Dadhana,Private,15,OBC,Dropout
6,134,0,10.66666667,12.25,Sadra,Private,15,GEN,Dropout
6,121,0,11.33333333,11.25,Abasna,Private,15,ST,Dropout
6,120,0,13,11.33333333,Sadra,Government,15,ST,Dropout
6,118,0,12.33333333,12.5,Sadra,Government,15,GEN,Dropout
6,127,0,13.2,0,Solgam,Private,15,OBC,Dropout
6,126,0,12.75,0,Karsanpura,Private,15,ST,Dropout
6,120,0,13,13.8,Ratanpura,Government,15,SC,Dropout
6,133.1,0,12,0,Sadra,Government,15,GEN,Dropout
6,131,0,15,12.83333333,Kolat,Private,15,SC,Dropout
6,146,0,12.66666667,10,Kolat,Private,15,GEN,Dropout
6,141,0,13,11.4,Karsanpura,Government,15,OBC,Dropout
6,128,1,12.5,11.33333333,Solgam,Government,15,SC,Dropout
6,133.1,1,13,13.75,Solgam,Government,15,GEN,Dropout
6,135,0,12.66666667,11.83333333,Abasna,Private,15,SC,Dropout
6,108,0,0,0,Abasna,Private,15,GEN,Dropout
6,126,0,12.2,11.75,Jetapur,Private,15,ST,Dropout
6,100,1,15,0,Bamroli,Private,15,GEN,Dropout
6,120,1,12.16666667,12,Ratanpura,Government,15,SC,Dropout
6,158,1,13.83333333,13,Sadra,Government,15,GEN,Dropout
6,126,0,0,0,Ratanpura,Government,15,GEN,Dropout
6,143,0,0,0,Jetapur,Private,15,SC,Dropout
6,140,1,11.8,0,Dadhana,Government,15,OBC,Dropout
6,108,1,10.75,10,Jetapur,Private,15,ST,Dropout
6,133.1,1,0,0,Kolat,Government,15,SC,Dropout
6,143,0,11.42857143,11,Kolat,Government,15,OBC,Dropout
6,125,0,0,0,Dadhana,Private,15,GEN,Dropout
6,175,0,13.16666667,13.16666667,Sadra,Government,15,GEN,Dropout
6,127,0,0,0,Sadra,Government,15,OBC,Dropout
6,130,0,12,11.57142857,Kolat,Government,15,ST,Dropout
6,139,0,14,13.85714286,Dadhana,Private,15,OBC,Dropout
6,121,1,0,0,Abasna,Private,15,GEN,Dropout
6,130,0,12,10.66666667,Sadra,Government,15,OBC,Dropout
6,140,0,11.75,0,Ratanpura,Private,15,GEN,Dropout
6,117,1,0,0,Abasna,Government,15,OBC,Dropout
6,122,0,11,12,Dadhana,Government,15,GEN,Dropout
6,112,1,12.5,12.6,Melaj,Government,15,ST,Dropout
6,117,1,11.25,11.33333333,Solgam,Private,15,SC,Dropout
6,130,0,13.16666667,13,Abasna,Government,15,ST,Dropout
6,133.1,1,0,0,Kolat,Private,15,GEN,Dropout
6,131,1,0,0,Melaj,Private,15,ST,Dropout
6,127,1,11.66666667,10,Karsanpura,Government,15,GEN,Dropout
6,149,1,0,0,Solgam,Government,15,SC,Dropout
6,127,0,0,0,Sadra,Government,15,GEN,Dropout
6,151,0,0,0,Karsanpura,Government,15,ST,Dropout
6,160,1,0,0,Bamroli,Private,15,GEN,Dropout
6,121,0,12.2,11.5,Dadhana,Government,15,SC,Dropout
6,116,0,13.85714286,13.14285714,Dadhana,Government,15,OBC,Dropout
6,133.1,0,0,0,Dadhana,Government,15,SC,Dropout
6,127,0,10,0,Dadhana,Government,15,OBC,Dropout
6,124,0,0,0,Abasna,Private,15,SC,Dropout
6,128,0,12,10.66666667,Melaj,Government,15,ST,Dropout
6,137,1,12.2,12.33333333,Jetapur,Government,15,GEN,Dropout
6,131,1,0,0,Kolat,Government,15,ST,Dropout
6,120,1,13.8,14,Karsanpura,Private,15,GEN,Dropout
6,133.1,1,0,0,Dadhana,Private,15,SC,Dropout
6,146,1,12.5,12.66666667,Solgam,Government,15,OBC,Dropout
6,133.1,1,11.75,0,Solgam,Private,15,SC,Dropout
6,154.4,0,12,0,Sadra,Government,15,GEN,Dropout
6,156,0,14,13.5,Dadhana,Private,15,ST,Dropout
6,128,0,13,13.14285714,Solgam,Government,15,GEN,Dropout
6,110,1,10,12.25,Jetapur,Government,15,ST,Dropout
6,145,1,12,0,Karsanpura,Government,15,GEN,Dropout
6,133.1,1,13,12,Solgam,Government,15,SC,Dropout
6,133.1,0,0,0,Karsanpura,Government,15,ST,Dropout
6,109,0,0,0,Dadhana,Private,15,SC,Dropout
6,115,0,12,11,Karsanpura,Private,15,SC,Dropout
6,123,0,0,0,Ratanpura,Government,15,GEN,Dropout
6,133.1,0,16,12.25,Melaj,Government,15,ST,Dropout
6,144,0,0,0,Bamroli,Government,15,GEN,Dropout
6,136,0,14,12.2,Solgam,Government,15,OBC,Dropout
6,122,0,12,11.33333333,Abasna,Government,15,OBC,Dropout
6,134,0,13,13.14285714,Karsanpura,Private,15,SC,Dropout
6,137,0,13.16666667,14.2,Dadhana,Private,15,GEN,Dropout
6,119,0,11.25,0,Dadhana,Government,15,SC,Dropout
6,120,1,0,0,Abasna,Private,15,SC,Dropout
6,125,1,10.8,11,Sadra,Private,15,GEN,Dropout
6,139,1,13,0,Jetapur,Private,15,ST,Dropout
6,109,1,11.57142857,11.57142857,Kolat,Government,15,ST,Dropout
6,129,0,12,12,Ratanpura,Government,15,SC,Dropout
6,120,0,13.28571429,11.6,Kolat,Private,15,SC,Dropout
6,142,1,0,0,Solgam,Private,15,GEN,Dropout
6,143,0,13.83333333,14,Melaj,Government,15,GEN,Dropout
6,127,1,13,11.8,Dadhana,Government,15,GEN,Dropout
6,117,0,12.16666667,10.33333333,Melaj,Government,15,ST,Dropout
6,133,0,13,0,Dadhana,Government,15,GEN,Dropout
6,116,0,11.33333333,0,Abasna,Private,15,SC,Dropout
6,131,0,13.16666667,13.2,Jetapur,Government,15,GEN,Dropout
6,128,1,0,0,Kolat,Government,15,GEN,Dropout
6,121,1,0,12,Kolat,Government,15,GEN,Dropout
6,114,1,12,0,Karsanpura,Government,15,OBC,Dropout
6,127,1,0,0,Karsanpura,Government,15,ST,Dropout
6,120,1,11.4,12.4,Bamroli,Government,15,GEN,Dropout
6,167,1,11,0,Bamroli,Government,15,OBC,Dropout
6,150,1,12,0,Ratanpura,Government,15,ST,Dropout
6,130,0,14.14285714,12,Dadhana,Private,15,GEN,Dropout
6,125,0,12,10,Dadhana,Government,15,GEN,Dropout
6,130,0,0,0,Melaj,Government,15,OBC,Dropout
6,116,0,0,0,Melaj,Private,15,ST,Dropout
6,133.1,0,0,0,Jetapur,Government,15,GEN,Dropout
6,134,0,13,14,Kolat,Private,15,OBC,Dropout
6,147,1,11.6,12,Bamroli,Private,15,GEN,Dropout
6,124,0,12.2,11.75,Abasna,Government,15,SC,Dropout
6,153,0,12.16666667,12.4,Dadhana,Government,15,SC,Dropout
6,100,1,11.4,11.66666667,Jetapur,Government,15,GEN,Dropout
6,120,0,12,11,Ratanpura,Government,15,GEN,Dropout
6,133,0,0,0,Karsanpura,Government,15,GEN,Dropout
6,114,1,12.2,12.2,Jetapur,Government,15,SC,Dropout
6,133.1,0,12.66666667,0,Karsanpura,Government,15,GEN,Dropout
6,123,0,0,0,Ratanpura,Private,15,GEN,Dropout
6,115,0,12.66666667,10,Dadhana,Private,15,ST,Dropout
6,129,0,12,11.5,Abasna,Government,15,GEN,Dropout
6,132,0,11.5,11,Melaj,Government,15,GEN,Dropout
6,141,0,12.4,10.4,Karsanpura,Private,15,GEN,Dropout
6,139,0,0,0,Karsanpura,Government,15,GEN,Dropout
6,120,0,11,10.66666667,Bamroli,Private,15,GEN,Dropout
6,133.1,0,11.33333333,11.33333333,Jetapur,Government,15,SC,Dropout
6,133.1,0,11.6,11,Karsanpura,Government,15,GEN,Dropout
6,140,0,13.6,12,Ratanpura,Private,15,OBC,Dropout
6,138,0,12.8,11.66666667,Jetapur,Private,15,GEN,Dropout
6,118,0,11.25,10.2,Melaj,Private,15,OBC,Dropout
6,133.1,0,12,10,Kolat,Government,15,GEN,Dropout
6,143,0,12.66666667,12.6,Bamroli,Government,15,SC,Dropout
6,117,0,13.25,10.25,Kolat,Government,15,SC,Dropout
6,133.1,0,12,10.8,Karsanpura,Government,15,GEN,Dropout
6,147,0,10,11,Bamroli,Private,15,GEN,Dropout
6,127,0,11.57142857,13.16666667,Melaj,Government,15,OBC,Dropout
6,120,0,11.72727273,12,Jetapur,Private,15,GEN,Dropout
6,125,0,13.66666667,10.66666667,Kolat,Government,15,GEN,Dropout
6,120,0,12.25,10.33333333,Melaj,Private,15,GEN,Dropout
6,133.1,0,10,13,Kolat,Government,15,GEN,Dropout
6,124,0,13,11.8,Sadra,Government,15,OBC,Dropout
6,130,0,0,0,Dadhana,Private,15,ST,Dropout
6,127,1,13.66666667,12.5,Dadhana,Private,15,GEN,Dropout
6,145,0,0,0,Dadhana,Government,15,GEN,Dropout
6,143,0,11.8,11.4,Abasna,Government,15,GEN,Dropout
6,123,0,12,10,Melaj,Government,15,GEN,Dropout
6,121,0,12,11.66666667,Sadra,Private,15,GEN,Dropout
6,133.1,0,0,0,Kolat,Government,15,GEN,Dropout
6,119,0,12,11.2,Karsanpura,Private,15,GEN,Dropout
6,120,0,11.5,10.44444444,Ratanpura,Government,15,ST,Dropout
6,131,0,13.5,0,Ratanpura,Private,15,GEN,Dropout
6,162,0,13,11.5,Jetapur,Private,15,GEN,Dropout
6,134,0,11.66666667,12,Bamroli,Government,15,GEN,Dropout
6,140,0,0,0,Solgam,Government,15,SC,Dropout
6,133.1,0,13.2,10.6,Dadhana,Private,15,SC,Dropout
6,110,0,0,0,Dadhana,Private,15,ST,Dropout
6,140,0,0,0,Sadra,Government,15,SC,Dropout
6,128,0,11.66666667,11,Jetapur,Government,15,GEN,Dropout
6,135,0,16.33333333,15.6,Abasna,Government,15,GEN,Dropout
6,158,0,11,11.25,Ratanpura,Government,15,GEN,Dropout
6,141,0,12.15384615,12.9,Jetapur,Private,15,ST,Dropout
6,133.1,1,0,0,Sadra,Government,15,SC,Dropout
6,122,0,0,0,Ratanpura,Government,15,ST,Dropout
6,108,0,0,0,Sadra,Government,15,GEN,Dropout
6,148,0,12.83333333,0,Karsanpura,Government,15,GEN,Dropout
6,120,0,12.33333333,10.5,Abasna,Government,15,OBC,Dropout
6,138,0,13.5,12.8,Kolat,Private,15,GEN,Dropout
6,160,0,12.2,0,Melaj,Government,15,GEN,Dropout
6,150,0,12.33333333,12.4,Solgam,Private,15,OBC,Dropout
6,125,0,10.33333333,11,Dadhana,Government,15,OBC,Dropout
6,133.1,0,13,11.875,Bamroli,Government,15,GEN,Dropout
6,150,0,12.75,0,Dadhana,Private,15,GEN,Dropout
6,133.1,0,10.25,13,Solgam,Government,16,SC,Dropout
6,150,0,0,0,Solgam,Government,16,GEN,Dropout
6,133.1,0,12.33333333,11,Solgam,Private,16,SC,Dropout
6,133.1,0,12.78571429,13.875,Dadhana,Private,16,GEN,Dropout
6,140,0,13,12.25,Dadhana,Government,16,SC,Dropout
6,130,0,12.42857143,11.90909091,Karsanpura,Government,16,GEN,Dropout
6,125,0,12,11.83333333,Solgam,Government,16,GEN,Dropout
6,123,0,14.5,10,Bamroli,Government,16,GEN,Dropout
6,123,0,13.2,10.75,Ratanpura,Government,16,OBC,Dropout
6,140,0,12.4,10.66666667,Ratanpura,Government,16,GEN,Dropout
6,121,0,12.4,11,Solgam,Private,16,GEN,Dropout
6,132,0,11.8,10.5,Karsanpura,Private,16,GEN,Dropout
6,133.1,0,11.66666667,10,Bamroli,Private,16,GEN,Dropout
6,133.1,0,0,0,Bamroli,Private,16,SC,Dropout
6,133.1,0,0,0,Solgam,Government,16,ST,Dropout
6,133.1,0,0,0,Karsanpura,Government,16,GEN,Dropout
6,114,0,10.5,10.5,Bamroli,Private,16,GEN,Dropout
6,128,0,12,12,Dadhana,Government,16,GEN,Dropout
6,128,1,12,0,Ratanpura,Government,16,GEN,Dropout
6,133.1,0,12.33333333,13.5,Ratanpura,Government,16,OBC,Dropout
6,121,0,11.66666667,10.66666667,Dadhana,Government,16,GEN,Dropout
6,133.1,0,12.16666667,11,Karsanpura,Government,16,OBC,Dropout
6,110,0,0,0,Karsanpura,Private,16,ST,Dropout
6,118,0,0,0,Karsanpura,Private,16,OBC,Dropout
6,120,0,12.2,0,Bamroli,Government,16,OBC,Dropout
6,130,0,13.66666667,13.5,Ratanpura,Private,16,GEN,Dropout
6,140,0,11.66666667,12.33333333,Ratanpura,Government,16,ST,Dropout
6,133.1,0,10.5,0,Ratanpura,Private,16,OBC,Dropout
6,133.1,0,0,0,Solgam,Private,16,SC,Dropout
6,130,0,10.6,11,Ratanpura,Private,16,ST,Dropout
6,140,1,0,0,Karsanpura,Private,16,ST,Dropout
6,130,0,0,0,Karsanpura,Government,16,GEN,Dropout
6,133.1,0,0,0,Bamroli,Government,16,OBC,Dropout
6,133.1,0,0,0,Ratanpura,Private,16,OBC,Dropout
6,100,0,0,0,Solgam,Government,16,OBC,Dropout
6,139,1,10,11.33333333,Dadhana,Government,16,SC,Dropout
6,120,0,11.45454545,11.54545455,Dadhana,Private,16,GEN,Dropout
6,120,1,0,0,Solgam,Government,16,GEN,Dropout
6,120,1,13,13.33333333,Karsanpura,Private,16,SC,Dropout
6,133.1,1,0,0,Solgam,Government,16,GEN,Dropout
6,133.1,1,0,0,Ratanpura,Private,16,GEN,Dropout
7,150,1,11.5,10.33333333,Bamroli,Government,16,GEN,Dropout
7,133.1,0,0,0,Ratanpura,Government,16,OBC,Dropout
7,130,1,11,11.36363636,Karsanpura,Government,16,SC,Dropout
7,130,0,11.33333333,13,Bamroli,Government,16,GEN,Dropout
7,140,0,10.6,11,Ratanpura,Government,16,SC,Dropout
7,147,0,0,0,Solgam,Government,16,SC,Dropout
7,133.1,1,0,0,Solgam,Government,16,ST,Dropout
7,148,1,0,0,Karsanpura,Government,16,GEN,Dropout
7,135,1,0,0,Bamroli,Private,16,GEN,Dropout
7,133.1,1,10.6,14.66666667,Ratanpura,Government,16,ST,Dropout
7,120,0,0,0,Ratanpura,Government,16,GEN,Dropout
7,110,0,11,10.6,Ratanpura,Government,16,OBC,Dropout
7,133.1,0,0,0,Ratanpura,Government,16,SC,Dropout
7,133.1,0,12,11,Solgam,Government,16,GEN,Dropout
7,120,1,11.4,11,Dadhana,Government,16,ST,Dropout
7,140,0,11.75,10,Karsanpura,Private,16,ST,Dropout
7,133,1,12.5,11.5,Bamroli,Private,16,SC,Dropout
7,120,1,10,0,Ratanpura,Government,16,GEN,Dropout
7,133.1,0,0,0,Solgam,Government,16,GEN,Dropout
7,130,1,0,0,Karsanpura,Private,16,OBC,Dropout
7,120,0,0,11,Karsanpura,Private,16,GEN,Dropout
7,110,0,10,0,Bamroli,Government,16,GEN,Dropout
7,130,1,12.5,11,Bamroli,Government,16,OBC,Dropout
7,133.1,1,0,0,Dadhana,Private,16,GEN,Dropout
7,110,0,11.33333333,12,Karsanpura,Private,16,SC,Dropout
7,140,1,10.8,12,Solgam,Private,16,ST,Dropout
7,150,1,11,13.5,Solgam,Government,16,OBC,Dropout
7,130,1,0,0,Kolat,Private,16,GEN,Dropout
7,140,1,10.75,10,Karsanpura,Government,16,OBC,Dropout
7,100,1,0,0,Ratanpura,Government,16,GEN,Dropout
7,100,1,0,0,Bamroli,Government,16,OBC,Dropout
7,120,1,11,0,Ratanpura,Private,16,SC,Dropout
7,100,1,0,0,Solgam,Government,16,OBC,Dropout
7,140,1,0,0,Solgam,Government,16,GEN,Dropout
7,133.1,1,11.33333333,11.14285714,Solgam,Private,16,SC,Dropout
7,123,1,11.66666667,10.5,Dadhana,Government,16,SC,Dropout
7,133.1,1,0,0,Solgam,Government,16,GEN,Dropout
7,133.1,1,0,0,Karsanpura,Government,16,GEN,Dropout
7,130,1,0,0,Ratanpura,Private,16,SC,Dropout
7,130,1,11,13,Solgam,Government,16,GEN,Dropout
7,110,1,10.5,10.66666667,Bamroli,Government,16,GEN,Dropout
7,100,1,10.25,11.2,Bamroli,Private,16,SC,Dropout
7,136,1,11.25,11.33333333,Bamroli,Government,16,OBC,Dropout
7,112,1,0,0,Ratanpura,Government,16,GEN,Dropout
7,100,1,11.25,11,Solgam,Private,16,GEN,Dropout
7,133.1,1,0,0,Karsanpura,Private,16,GEN,Dropout
7,133.1,1,0,0,Bamroli,Private,16,SC,Dropout
7,150,1,13.5,16.2,Solgam,Government,16,SC,Dropout
7,130,1,14.22222222,12.8,Solgam,Government,16,ST,Dropout
7,121,1,11.25,11.8,Bamroli,Private,16,GEN,Dropout
7,160,1,10.5,0,Ratanpura,Government,16,ST,Dropout
7,130,0,11,10,Dadhana,Government,16,GEN,Dropout
7,130,1,0,0,Karsanpura,Private,16,SC,Dropout
7,133.1,0,10.5,11,Ratanpura,Government,16,GEN,Dropout
7,110,1,0,12,Ratanpura,Government,16,SC,Dropout
7,130,1,11,12,Dadhana,Government,16,GEN,Dropout
7,133.1,1,11.5,13.5,Dadhana,Private,16,ST,Dropout
7,120,1,10.75,11.33333333,Karsanpura,Government,16,GEN,Dropout
7,120,1,0,0,Karsanpura,Private,16,GEN,Dropout
7,133.1,1,11,11,Karsanpura,Government,16,OBC,Dropout
7,120,1,0,10,Karsanpura,Private,16,ST,Dropout
7,110,1,0,0,Bamroli,Government,16,SC,Dropout
7,150,1,11.5,11.6,Karsanpura,Government,16,SC,Dropout
7,130,1,13.6,13.6,Bamroli,Government,16,GEN,Dropout
7,110,0,0,0,Bamroli,Government,16,GEN,Dropout
7,140,0,0,0,Dadhana,Private,16,GEN,Dropout
7,130,0,0,0,Solgam,Private,16,SC,Dropout
7,133.1,0,0,0,Kolat,Government,16,ST,Dropout
7,133.1,0,10,12,Karsanpura,Government,16,OBC,Dropout
7,150,0,0,0,Ratanpura,Government,16,ST,Dropout
7,110,0,10.92857143,11.83333333,Solgam,Government,16,SC,Dropout
7,133.1,0,0,12.5,Solgam,Government,16,GEN,Dropout
7,130,0,0,0,Dadhana,Government,16,SC,Dropout
7,120,0,11,12.66666667,Dadhana,Private,16,GEN,Dropout
7,150,0,0,0,Dadhana,Government,16,SC,Dropout
7,120,0,11.4,12.83333333,Melaj,Private,17,GEN,Dropout
7,150,0,10.66666667,10.5,Dadhana,Government,17,OBC,Dropout
7,133.1,1,0,0,Abasna,Private,17,SC,Dropout
7,140,0,0,0,Dadhana,Government,17,OBC,Dropout
7,120,0,0,0,Abasna,Private,17,GEN,Dropout
7,100,1,0,0,Melaj,Private,17,GEN,Dropout
7,120,1,10,10,Melaj,Government,17,ST,Dropout
7,130,0,14.6,15.4,Sadra,Government,17,GEN,Dropout
7,133.1,0,0,0,Abasna,Government,17,ST,Dropout
7,141,0,11.5,12.4,Melaj,Government,17,GEN,Dropout
7,120,1,0,0,Dadhana,Government,17,OBC,Dropout
7,133.1,1,0,10,Abasna,Private,17,SC,Dropout
7,133.1,1,11.5,10.8,Dadhana,Private,17,SC,Dropout
7,114,1,13.33333333,11.6,Dadhana,Government,17,GEN,Dropout
7,120,1,11.71428571,11.5,Dadhana,Government,17,ST,Dropout
7,120,1,11,0,Melaj,Private,17,GEN,Dropout
7,120,1,12,11.33333333,Melaj,Government,17,ST,Dropout
7,110,1,0,0,Sadra,Private,17,ST,Dropout
7,160,1,10.66666667,10.66666667,Sadra,Government,17,SC,Dropout
7,133.1,1,10.28571429,10.6,Abasna,Private,17,OBC,Dropout
7,133.1,1,0,0,Sadra,Government,17,OBC,Dropout
7,130,1,0,0,Abasna,Government,17,GEN,Dropout
7,110,1,0,0,Abasna,Government,17,ST,Dropout
7,133.1,1,11.33333333,12,Abasna,Private,17,GEN,Dropout
7,140,1,0,0,Melaj,Government,17,OBC,Dropout
7,140,0,0,0,Melaj,Government,17,SC,Dropout
7,130,0,10.75,10,Melaj,Government,17,GEN,Dropout
7,120,1,0,0,Abasna,Government,17,SC,Dropout
7,133.1,1,10,11,Abasna,Government,17,GEN,Dropout
7,140,0,12.2,12.22222222,Melaj,Government,17,GEN,Dropout
7,133.1,0,10.5,0,Melaj,Government,17,GEN,Dropout
7,133.1,0,10.33333333,12,Dadhana,Private,17,GEN,Dropout
7,140,0,13.25,12.6,Dadhana,Private,17,SC,Dropout
7,160,0,11.66666667,11.83333333,Dadhana,Government,17,GEN,Dropout
8,150,0,11.91666667,11.25,Melaj,Government,17,ST,Dropout
8,120,0,12.22222222,13,Dadhana,Government,17,OBC,Dropout
8,133.1,1,11.66666667,11,Abasna,Private,17,GEN,Dropout
8,143,1,11,12.25,Abasna,Government,17,OBC,Dropout
8,133.1,1,11,0,Sadra,Government,17,OBC,Dropout
8,150,1,11.33333333,0,Melaj,Private,17,OBC,Dropout
8,130,1,14.75,15,Melaj,Government,17,ST,Dropout
8,133.1,0,10.5,0,Melaj,Private,17,SC,Dropout
8,120,1,0,0,Melaj,Private,17,GEN,Dropout
8,161,0,0,0,Sadra,Government,17,GEN,Dropout
8,130,0,11.07142857,11.33333333,Melaj,Government,17,SC,Dropout
8,110,0,11.4,13.66666667,Melaj,Government,17,GEN,Dropout
8,150,0,12.25,10.16666667,Melaj,Government,17,GEN,Dropout
8,133.1,1,10.75,13.33333333,Melaj,Private,17,GEN,Dropout
8,140,0,14.75,13.8,Kolat,Government,10,GEN,Studying
8,133.1,1,12.85714286,12.75,Kolat,Government,10,SC,Studying
8,143,1,11.6,13,Kolat,Government,10,OBC,Studying
8,125,0,0,0,Kolat,Government,10,OBC,Studying
8,133,1,0,0,Jetapur,Government,10,ST,Studying
8,136,0,0,0,Jetapur,Government,10,GEN,Studying
8,145,0,12.90909091,13.55555556,Kolat,Government,10,SC,Studying
8,137,1,12,11.18181818,Kolat,Government,10,GEN,Studying
8,137,1,0,0,Jetapur,Private,10,OBC,Studying
8,133,0,0,0,Jetapur,Private,10,SC,Studying
8,131,0,0,0,Jetapur,Private,10,GEN,Studying
8,140,0,0,0,Jetapur,Government,10,GEN,Studying
8,133,1,0,0,Jetapur,Private,10,GEN,Studying
8,134,1,0,0,Kolat,Government,10,ST,Studying
8,158,1,0,0,Kolat,Government,10,GEN,Studying
8,136,0,0,0,Kolat,Government,10,ST,Studying
8,124,1,0,0,Kolat,Government,10,OBC,Studying
8,145,1,12.7,12.27272727,Kolat,Government,10,OBC,Studying
8,147,0,0,0,Jetapur,Government,10,ST,Studying
8,127,1,0,0,Jetapur,Government,10,GEN,Studying
8,133,0,0,0,Jetapur,Government,10,GEN,Studying
8,137,0,0,0,Kolat,Government,10,GEN,Studying
8,144,1,0,0,Jetapur,Government,10,SC,Studying
8,131,1,12.15384615,11.90909091,Jetapur,Government,10,SC,Studying
8,125,1,0,0,Kolat,Private,10,GEN,Studying
8,130,1,0,0,Jetapur,Private,10,GEN,Studying
8,130,1,15.08333333,13.08333333,Jetapur,Government,10,GEN,Studying
8,120,1,0,0,Kolat,Government,10,ST,Studying
8,165,0,0,0,Kolat,Government,10,GEN,Studying
8,141,0,0,0,Kolat,Government,10,ST,Studying
8,124,1,0,0,Kolat,Government,10,SC,Studying
8,123,1,11,10,Kolat,Government,10,OBC,Studying
8,144,1,0,0,Kolat,Government,10,OBC,Studying
8,133.1,1,0,0,Jetapur,Government,10,ST,Studying
8,125,1,11.54545455,11.7,Jetapur,Government,10,GEN,Studying
8,133.1,1,13.33333333,12.81818182,Kolat,Government,10,SC,Studying
8,146,0,11.83333333,11.25,Jetapur,Government,10,GEN,Studying
8,135,0,0,0,Kolat,Government,10,GEN,Studying
8,125,0,0,0,Jetapur,Government,10,SC,Studying
8,140,1,0,0,Kolat,Private,10,OBC,Studying
8,120,0,10,10,Jetapur,Private,10,OBC,Studying
8,96,0,12,11.25,Jetapur,Private,10,GEN,Studying
8,133.1,0,11.9,12.8,Jetapur,Government,10,GEN,Studying
8,133.1,0,11.375,12.16666667,Jetapur,Private,10,GEN,Studying
8,133.1,1,12.25,11.5,Kolat,Government,10,ST,Studying
8,121,0,14,13.85714286,Kolat,Government,10,GEN,Studying
8,130,1,13.30769231,12.81818182,Kolat,Government,10,ST,Studying
8,140,1,12.33333333,11,Kolat,Government,10,GEN,Studying
8,120,0,11.33333333,11.75,Kolat,Government,10,OBC,Studying
8,100,1,11.4,11,Sadra,Government,11,SC,Studying
8,140,0,10.66666667,11.2,Bamroli,Government,11,GEN,Studying
8,120,0,11,10.83333333,Bamroli,Government,11,OBC,Studying
8,100,0,12.33333333,11.66666667,Melaj,Government,11,GEN,Studying
8,133.1,0,13,12.5,Sadra,Private,11,SC,Studying
8,120,0,12.33333333,11.5,Sadra,Private,11,ST,Studying
8,133.1,0,10.66666667,11.8,Sadra,Government,11,SC,Studying
8,155,0,13.25,0,Jetapur,Private,11,ST,Studying
8,148,0,11,11.57142857,Jetapur,Private,11,GEN,Studying
8,123,1,11.83333333,11.66666667,Melaj,Private,11,GEN,Studying
8,120,0,12.16666667,14,Dadhana,Private,11,OBC,Studying
8,133.1,0,13.6,13,Dadhana,Private,11,GEN,Studying
8,150,1,11.85714286,10.57142857,Bamroli,Government,11,GEN,Studying
8,170,0,0,0,Karsanpura,Private,11,GEN,Studying
8,140,0,11.42857143,13,Kolat,Government,11,OBC,Studying
8,133.1,0,0,0,Kolat,Private,11,GEN,Studying
8,119,0,13.33333333,14,Karsanpura,Government,11,SC,Studying
8,133.1,0,12.875,12.9,Jetapur,Private,11,GEN,Studying
8,130,1,11.6,11.5,Abasna,Private,11,GEN,Studying
8,140,1,12,12.33333333,Sadra,Private,11,OBC,Studying
8,133.1,0,13,13,Ratanpura,Private,11,SC,Studying
8,130,1,12.54545455,11.625,Solgam,Government,11,GEN,Studying
8,120,1,11.28571429,12.25,Dadhana,Government,11,SC,Studying
8,140,1,11.66666667,12,Abasna,Private,11,SC,Studying
8,133.1,1,14.88888889,13.72727273,Sadra,Private,11,SC,Studying
8,130,1,10.66666667,11.5,Jetapur,Private,11,GEN,Studying
8,140,1,11.75,10.5,Abasna,Government,11,GEN,Studying
8,144,1,12,12.5,Kolat,Government,11,SC,Studying
8,140,1,11.28571429,11.77777778,Sadra,Government,11,ST,Studying
8,130,1,11.8,11.44444444,Sadra,Private,11,OBC,Studying
